Site,Latitude,Longitude,Census,Date,Tidepool,Group,Volume,Light_initial,Height,Salinity,Treatment,Sample_time,Algae_cover,H_inital,Diversity,H_change,E_inital,Evenness,E_change,S_intial,Richness,S_change
Shore Pine,49.3335,-123.2682,9,2021-07-05,6,1,2.97024,27153,3.6,NA,Removed,Day,,0.8059485626,NA,NA,0.5813689973,NA,NA,4,NA,NA
Shore Pine,49.3334,-123.2684,9,2021-07-05,7,7,0.05155232,16909,3.5,15,Removed,Day,,1.022719071,0.7298429195,-0.2928761513,0.930919016,0.6643316546,-0.2665873614,3,3,0
Shore Pine,49.3334,-123.2680,9,2021-07-05,8,6,0.114156,17821,3.5,15,Control,Day,,1.090667369,1.276767235,0.1860998661,0.9927682225,0.9209928792,-0.07177534327,3,4,1
Shore Pine,49.3333,-123.2684,9,2021-07-05,9,5,0.2342912,2860,3.4,NA,Control,Day,,0.5152863416,NA,NA,0.3201654053,NA,NA,5,NA,NA
Shore Pine,49.3335,-123.2681,9,2021-07-06,10,4,0.379544,18308,3.6,10,Control,Day,,1.000609516,1.298885856,0.2982763397,0.6217136482,0.8070431581,0.18532951,5,5,0
Shore Pine,49.3334,-123.2682,9,2021-07-06,11,2,1.176528,21443,3.6,10,Control,Day,,1.149649196,1.099249904,-0.050399292,0.7143172081,0.6830023673,-0.0313148408,5,5,0
Shore Pine,49.3334,-123.2680,9,2021-07-05,12,6,0.0989298,21498,3.6,15,Removed,Day,,1.056533599,0.6163818143,-0.4401517846,0.6564612345,0.4446254934,-0.2118357411,5,4,-1
Shore Pine,49.3335,-123.2682,9,2021-07-05,13,7,0.09892352,23947,3.6,15,Control,Day,,1.041277618,0.465999257,-0.5752783611,0.7511230279,0.6722948171,-0.07882821082,4,2,-2
Shore Pine,49.3335,-123.2681,9,2021-07-05,14,5,0.21402108,19434,3.5,12,Elevated,Day,,0.4799666384,1.029472097,0.5495054584,0.3462227445,0.7426071444,0.3963843999,4,4,0
Shore Pine,49.3335,-123.2681,9,2021-07-05,15,3,0.7928856,23124,3.5,12,Control,Day,,0.8623680439,0.9722445205,0.1098764766,0.5358193921,0.7013261742,0.165506782,5,4,-1
Shore Pine,49.3335,-123.2680,9,2021-07-05,16,4,0.4657716,20088,3.5,12,Removed,Day,,0.8989818513,0.4596313267,-0.4393505246,0.5585688297,0.4183744633,-0.1401943664,5,3,-2
Shore Pine,49.3334,-123.2681,9,2021-07-06,17,2,1.4409408,20103,3.5,11,Removed,Day,,0.9101680974,0.6883814386,-0.2217866587,0.4677338765,0.4277154361,-0.04001844039,7,5,-2
Shore Pine,49.3335,-123.2681,9,2021-07-06,18,3,0.51652,23947,3.1,10,Elevated,Day,,0.9430601219,1.051883848,0.1088237258,0.4846370334,0.5870675533,0.1024305199,7,6,-1
Shore Pine,49.3334,-123.2680,9,2021-07-05,19,8,0.02128896,20807,3.2,16,Control,Day,,0.7464130781,0.5930358008,-0.1533772773,0.5384232231,0.5398044487,0.001381225574,4,3,-1
Shore Pine,49.3333,-123.2680,9,2021-07-06,20,4,0.3467772,18890,3.2,16,Elevated,Day,,0.1793157013,0.7862728513,0.60695715,0.1293489365,0.4388272337,0.3094782972,4,6,2
Shore Pine,49.3334,-123.2681,9,2021-07-06,21,8,0.04256,25038,3.3,16,Removed,Day,,0.5764494392,1.129179907,0.5527304683,0.4158203736,0.7015989239,0.2857785503,4,5,1
Shore Pine,49.3334,-123.2681,9,2021-07-05,22,2,0.8190144,19400,3.1,NA,Elevated,Day,,1.020510001,NA,NA,0.5695574763,NA,NA,6,NA,NA
Shore Pine,49.3334,-123.2681,9,2021-07-06,23,6,0.1492224,23910,3.1,11,Elevated,Day,,0.2727899627,1.435372217,1.162582254,0.1967763632,0.8010964874,0.6043201243,4,6,2
Shore Pine,49.3336,-123.2681,9,2021-07-06,24,7,0.1001052,11622,3.3,16,Elevated,Day,,0.5876804507,0.9556998911,0.3680194404,0.423921836,0.8699155298,0.4459936938,4,3,-1
West Beach,49.3311,-123.2660,9,2021-07-06,25,10,0.15343944,6369,3.4,16,Elevated,Day,,0.4031305124,0.8870727199,0.4839422075,0.2249914229,0.639887707,0.4148962841,6,4,-2
West Beach,49.3311,-123.2661,9,2021-07-06,26,10,0.2660736,6408,3.7,16,Control,Day,,1.019078598,1.063188462,0.0441098639,0.6331891343,0.7669283611,0.1337392268,5,4,-1
West Beach,49.3310,-123.2660,9,2021-07-06,27,9,1.013376,13979,3.7,12,Removed,Day,,1.165825013,0.7126900879,-0.4531349254,0.6506593286,0.5140972278,-0.1365621009,6,4,-2
West Beach,49.3307,-123.2661,9,2021-07-06,28,9,0.351072,5957,3.8,12,Control,Day,,0.5653868648,0.8673000567,0.3019131919,0.407840413,0.7894505329,0.3816101199,4,3,-1
West Beach,49.3310,-123.2662,9,2021-07-06,29,9,1.3318672,11760,3.6,14,Elevated,Day,,0.7215784929,0.9141537443,0.1925752514,0.4027206248,0.5679956569,0.1652750321,6,5,-1
West Beach,49.3310,-123.2660,9,2021-07-06,30,10,0.33088,11226,4.0,14,Removed,Day,,0.8001812896,0.8001433132,-0.00003797631488,0.5772087891,0.7283218306,0.1511130415,4,3,-1
Shore Pine,49.3334,-123.2680,10,2021-08-22,1,1,2.7296976,14919,3.2,22,Control,Day,,0.9231818935,1.45537466,0.5321927667,0.5736051614,0.6998872683,0.1262821069,5,8,3
Shore Pine,49.3334,-123.2681,10,2021-08-22,2,5,0.15624,18349,3.2,23,Removed,Day,,0.9079829704,1.268845876,0.3608629059,0.5641615395,0.7883782695,0.22421673,5,5,0
Shore Pine,49.3334,-123.2680,10,2021-08-22,3,1,1.6832928,17865,3.3,22,Elevated,Day,,0.9407822057,0.7924891053,-0.1482931004,0.5250605463,0.7213546703,0.196294124,6,3,-3
Shore Pine,49.3334,-123.2680,10,2021-08-22,4,3,0.5103072,13986,3.6,23,Removed,Day,,1.068025869,1.039720771,-0.02830509827,0.7704178125,0.9463946304,0.1759768179,4,3,-1
Shore Pine,49.3334,-123.2681,10,2021-08-22,5,8,0.04733344,20730,3.6,23,Elevated,Day,,0.9235929018,1.020053419,0.09646051685,0.8406904886,0.9284926349,0.08780214626,3,3,0
Shore Pine,49.3335,-123.2682,10,2021-08-22,6,1,2.97024,27153,3.6,NA,Removed,Day,,0.8059485626,NA,NA,0.5813689973,NA,NA,4,NA,NA
Shore Pine,49.3334,-123.2684,10,2021-08-22,7,7,0.05155232,16909,3.5,23,Removed,Day,,1.022719071,0.6722962281,-0.3504228427,0.930919016,0.4849592171,-0.4459597989,3,4,1
Shore Pine,49.3334,-123.2680,10,2021-08-22,8,6,0.114156,17821,3.5,23,Control,Day,,1.090667369,1.146173217,0.05550584801,0.9927682225,0.6396914523,-0.3530767702,3,6,3
Shore Pine,49.3333,-123.2684,10,2021-08-22,9,5,0.2342912,2860,3.4,NA,Control,Day,,0.5152863416,NA,NA,0.3201654053,NA,NA,5,NA,NA
Shore Pine,49.3335,-123.2681,10,2021-08-22,10,4,0.379544,18308,3.6,22,Control,Day,,1.000609516,1.218715985,0.2181064689,0.6217136482,0.7572308167,0.1355171686,5,5,0
Shore Pine,49.3334,-123.2682,10,2021-08-22,11,2,1.176528,21443,3.6,22,Control,Day,,1.149649196,0.2554411109,-0.8942080854,0.7143172081,0.2325125192,-0.4818046889,5,3,-2
Shore Pine,49.3334,-123.2680,10,2021-08-22,12,6,0.0989298,21498,3.6,23,Removed,Day,,1.056533599,0.5023557441,-0.5541778548,0.6564612345,0.457263904,-0.1991973305,5,3,-2
Shore Pine,49.3335,-123.2682,10,2021-08-22,13,7,0.09892352,23947,3.6,23,Control,Day,,1.041277618,0.5887186412,-0.4525589769,0.7511230279,0.4246707321,-0.3264522958,4,4,0
Shore Pine,49.3335,-123.2681,10,2021-08-22,14,5,0.21402108,19434,3.5,23,Elevated,Day,,0.4799666384,0.6538907628,0.1739241244,0.3462227445,0.4062851743,0.06006242979,4,5,1
Shore Pine,49.3335,-123.2681,10,2021-08-22,15,3,0.7928856,23124,3.5,23,Control,Day,,0.8623680439,1.054920168,0.1925521241,0.5358193921,0.9602297179,0.4244103257,5,3,-2
Shore Pine,49.3335,-123.2680,10,2021-08-22,16,4,0.4657716,20088,3.5,23,Removed,Day,,0.8989818513,1.080132417,0.1811505658,0.5585688297,0.6028333801,0.04426455034,5,6,1
Shore Pine,49.3334,-123.2681,10,2021-08-22,17,2,1.4409408,20103,3.5,22,Removed,Day,,0.9101680974,1.154363184,0.2441950868,0.4677338765,0.64426236,0.1765284834,7,6,-1
Shore Pine,49.3335,-123.2681,10,2021-08-22,18,3,0.51652,23947,3.1,24,Elevated,Day,,0.9430601219,1.311671151,0.3686110291,0.4846370334,0.8149871088,0.3303500754,7,5,-2
Shore Pine,49.3334,-123.2680,10,2021-08-22,19,8,0.02128896,20807,3.2,23,Control,Day,,0.7464130781,0.2051740123,-0.5412390657,0.5384232231,0.1480017651,-0.390421458,4,4,0
Shore Pine,49.3333,-123.2680,10,2021-08-22,20,4,0.3467772,18890,3.2,23,Elevated,Day,,0.1793157013,1.278313193,1.098997491,0.1293489365,0.7942606439,0.6649117074,4,5,1
Shore Pine,49.3334,-123.2681,10,2021-08-22,21,8,0.04256,25038,3.3,23,Removed,Day,,0.5764494392,1.250421171,0.6739717321,0.4158203736,0.6978733434,0.2820529697,4,6,2
Shore Pine,49.3334,-123.2681,10,2021-08-22,22,2,0.8190144,19400,3.1,NA,Elevated,Day,,1.020510001,NA,NA,0.5695574763,NA,NA,6,NA,NA
Shore Pine,49.3334,-123.2681,10,2021-08-22,23,6,0.1492224,23910,3.1,24,Elevated,Day,,0.2727899627,1.240123735,0.9673337728,0.1967763632,0.7705322,0.5737558369,4,5,1
Shore Pine,49.3336,-123.2681,10,2021-08-22,24,7,0.1001052,11622,3.3,24,Elevated,Day,,0.5876804507,1.233776256,0.6460958048,0.423921836,0.688583639,0.2646618031,4,6,2
West Beach,49.3311,-123.2660,10,2021-08-22,25,10,0.15343944,6369,3.4,24,Elevated,Day,,0.4031305124,0.6628923361,0.2597618237,0.2249914229,0.3699672571,0.1449758342,6,6,0
West Beach,49.3311,-123.2661,10,2021-08-22,26,10,0.2660736,6408,3.7,23,Control,Day,,1.019078598,1.348096267,0.3290176689,0.6331891343,0.7523868524,0.1191977181,5,6,1
West Beach,49.3310,-123.2660,10,2021-08-22,27,9,1.013376,13979,3.7,25,Removed,Day,,1.165825013,1.026274464,-0.1395505495,0.6506593286,0.572774684,-0.07788464462,6,6,0
West Beach,49.3307,-123.2661,10,2021-08-22,28,9,0.351072,5957,3.8,23,Control,Day,,0.5653868648,0.6396343057,0.07424744095,0.407840413,0.4613986204,0.05355820743,4,4,0
West Beach,49.3310,-123.2662,10,2021-08-22,29,9,1.3318672,11760,3.6,25,Elevated,Day,,0.7215784929,1.279007519,0.5574290264,0.4027206248,0.7946920533,0.3919714285,6,5,-1
West Beach,49.3310,-123.2660,10,2021-08-22,30,10,0.33088,11226,4.0,25,Removed,Day,,0.8001812896,0.8207296254,0.02054833586,0.5772087891,0.421771594,-0.1554371951,4,7,3
